Season,Team,Conf,Class,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2015-16,Baylor,Big 12,FR,C,38,1,14.4,3.7,6.1,.603,0.0,0.0,,3.7,6.1,.603,.603,1.9,3.0,.626,1.8,2.6,4.3,0.6,0.5,1.3,1.3,1.9,9.3,
2016-17,Baylor,Big 12,SO,C,37,26,21.4,6.1,9.0,.679,0.0,0.0,,6.1,9.0,.679,.679,3.2,4.2,.760,3.3,4.9,8.2,1.3,0.4,2.0,1.8,1.9,15.4,WBCA-AA
2017-18,Baylor,Big 12,JR,C,35,35,29.6,7.9,12.2,.650,0.0,0.0,,7.9,12.2,.650,.650,4.2,5.5,.760,3.3,6.9,10.2,1.7,0.4,1.4,2.2,2.4,20.1,AP-AA-2USBWA-AA-2WBCA-AA
2018-19,Baylor,Big 12,SR,C,37,37,26.8,6.5,10.6,.614,0.0,0.0,.000,6.5,10.5,.615,.614,2.9,3.8,.752,2.5,5.7,8.2,1.6,0.3,1.7,1.8,2.3,15.8,AP-AA-2USBWA-AA-2
Career,Career,Career,Career,,147,99,22.9,6.0,9.4,.639,0.0,0.0,.000,6.0,9.4,.639,.639,3.0,4.1,.733,2.7,5.0,7.7,1.3,0.4,1.6,1.8,2.1,15.0,
