Season,Team,Conf,Class,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2022-23,Boston College,ACC,FR,G,33,33,36.6,4.1,11.3,.360,1.4,4.8,.294,2.6,6.4,.410,.423,1.6,2.0,.788,0.6,4.0,4.7,6.6,2.0,0.1,4.2,1.9,11.1,
2023-24,Duke,ACC,SO,G,34,34,31.1,3.7,9.9,.375,1.1,4.0,.285,2.6,5.9,.437,.433,1.2,1.4,.875,0.6,3.2,3.8,3.6,1.5,0.2,2.6,2.0,9.8,
2024-25,Duke,ACC,JR,G,37,37,24.5,2.8,6.6,.416,0.9,2.4,.378,1.8,4.2,.439,.486,0.3,0.4,.688,0.9,2.1,3.0,3.6,1.5,0.2,2.0,1.3,6.7,
2025-26,Duke,ACC,SR,G,36,36,33.9,4.3,10.4,.411,1.2,3.5,.341,3.1,6.9,.446,.468,1.9,2.1,.870,1.6,4.4,5.9,5.6,2.5,0.1,2.7,1.8,11.6,
Career,Career,Career,Career,,140,140,31.4,3.7,9.5,.389,1.2,3.7,.318,2.5,5.8,.433,.450,1.2,1.5,.831,1.0,3.4,4.4,4.8,1.9,0.1,2.8,1.8,9.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston College (1 Yr),Boston College (1 Yr),Boston College (1 Yr),Boston College (1 Yr),,33,33,36.6,4.1,11.3,.360,1.4,4.8,.294,2.6,6.4,.410,.423,1.6,2.0,.788,0.6,4.0,4.7,6.6,2.0,0.1,4.2,1.9,11.1,
Duke (3 Yrs),Duke (3 Yrs),Duke (3 Yrs),Duke (3 Yrs),,107,107,29.8,3.6,8.9,.400,1.1,3.3,.329,2.5,5.6,.441,.460,1.1,1.3,.851,1.0,3.2,4.3,4.3,1.8,0.1,2.4,1.7,9.3,
