Season,Team,Conf,Class,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2016-17,Louisville,ACC,FR,F,35,13,13.3,2.3,4.8,.473,0.5,1.4,.388,1.7,3.4,.508,.530,0.2,0.3,.667,0.8,2.5,3.3,0.5,0.2,1.0,0.8,1.3,5.2,
2017-18,Louisville,ACC,SO,F,39,1,13.9,2.0,4.4,.459,0.5,1.4,.382,1.5,3.0,.496,.520,0.3,0.5,.684,0.9,2.7,3.6,0.5,0.4,1.3,0.8,1.5,4.9,
2018-19,Louisville,ACC,JR,F,35,3,19.4,2.9,5.7,.510,0.6,1.5,.396,2.3,4.2,.551,.563,0.7,1.0,.714,1.8,4.1,6.0,0.7,0.6,1.5,0.7,1.8,7.1,
2019-20,Louisville,ACC,SR,F,32,28,26.7,4.2,9.0,.463,0.9,2.4,.368,3.3,6.6,.498,.512,0.9,1.2,.763,2.0,6.1,8.1,1.0,1.0,2.7,1.0,1.7,10.1,
Career,Career,Career,Career,,141,45,18.0,2.8,5.9,.476,0.6,1.7,.382,2.2,4.2,.513,.530,0.5,0.7,.723,1.4,3.8,5.1,0.7,0.5,1.6,0.8,1.6,6.7,
