Season,Team,Conf,Class,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2020-21,UConn,Big East,FR,G,29,29,36.1,7.7,14.6,.524,2.2,4.8,.464,5.4,9.9,.552,.599,2.5,2.9,.869,0.4,4.4,4.9,5.8,2.3,0.4,2.5,1.2,20.0,AP POY-1WA-1AP-AA-1USBWA-AA-1W-AAWBCA-AANA-1
2021-22,UConn,Big East,SO,G,17,13,29.2,6.2,11.4,.544,1.1,3.0,.353,5.1,8.4,.613,.591,1.2,1.6,.714,0.1,3.9,4.0,3.9,1.5,0.6,1.7,1.1,14.6,
2022-23,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt,Did not play - injury/redshirt
2023-24,UConn,Big East,SR,G,39,39,31.9,8.1,15.3,.530,2.2,5.2,.416,6.0,10.2,.588,.600,3.5,4.2,.834,0.9,4.3,5.2,3.8,2.2,1.4,1.5,1.6,21.9,AP-AA-1USBWA-AA-1W-AAWBCA-AA
2024-25,UConn,Big East,SR,G,38,38,30.3,7.6,14.1,.534,1.8,4.4,.419,5.7,9.7,.586,.600,2.9,3.3,.889,0.8,3.6,4.4,4.6,2.1,0.8,1.3,1.1,19.9,AP-AA-1USBWA-AA-1W-AAWBCA-AA
Career,Career,Career,Career,,123,119,32.0,7.6,14.2,.531,1.9,4.5,.423,5.7,9.7,.582,.599,2.8,3.3,.850,0.6,4.1,4.7,4.6,2.1,0.8,1.7,1.3,19.8,
