Season,Team,Conf,Class,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2022-23,UCLA,Pac-12,FR,G,37,36,28.1,4.0,9.7,.411,0.4,1.6,.217,3.6,8.1,.450,.429,3.3,4.1,.791,1.5,3.0,4.5,3.0,1.2,0.5,1.6,2.3,11.6,
2023-24,UCLA,Pac-12,SO,G,34,34,31.2,4.6,10.3,.449,0.9,2.7,.312,3.8,7.6,.498,.490,3.1,3.6,.876,0.7,5.1,5.7,4.5,1.4,0.5,2.5,2.2,13.2,
2024-25,UCLA,Big Ten,JR,G,34,33,28.4,4.2,8.7,.485,0.9,2.5,.365,3.3,6.2,.533,.537,3.4,3.9,.871,0.6,2.9,3.5,5.0,1.4,0.4,2.1,1.7,12.8,
2025-26,UCLA,Big Ten,SR,G,38,37,30.8,5.1,10.3,.490,0.9,2.4,.385,4.1,7.9,.522,.534,3.9,4.3,.902,1.5,4.4,5.9,4.3,1.5,0.4,1.7,1.8,14.9,AP-AA-3USBWA-AA-3
Career,Career,Career,Career,,143,140,29.6,4.5,9.8,.458,0.8,2.3,.328,3.7,7.5,.498,.497,3.4,4.0,.860,1.1,3.8,4.9,4.2,1.4,0.4,2.0,2.0,13.1,
