Season,Team,Conf,Class,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2019-20,South Carolina,SEC,FR,F,33,33,23.8,5.3,8.7,.608,0.1,0.4,.167,5.2,8.3,.628,.612,1.9,2.5,.738,3.5,5.8,9.4,1.0,1.3,2.6,1.1,2.1,12.5,AP-AA-2USBWA-AA-2
2020-21,South Carolina,SEC,SO,F,31,31,30.4,5.3,10.9,.485,0.4,1.6,.265,4.9,9.3,.522,.504,2.7,3.5,.764,4.1,7.4,11.5,1.6,1.2,2.6,1.6,2.8,13.7,AP-AA-1USBWA-AA-1W-AAWBCA-AA
2021-22,South Carolina,SEC,JR,F,37,37,28.5,6.5,11.9,.542,0.4,1.3,.292,6.1,10.6,.573,.558,3.5,4.6,.771,4.1,8.4,12.5,2.0,1.2,2.4,1.5,1.4,16.8,AP POY-1WA-1AP-AA-1USBWA-AA-1W-AAWBCA-AANA-1
2022-23,South Carolina,SEC,SR,F,37,37,26.2,5.0,8.9,.559,0.1,0.5,.105,4.9,8.4,.587,.562,3.0,3.9,.753,3.4,6.5,9.8,1.9,0.5,2.0,1.2,1.6,13.0,AP-AA-1USBWA-AA-1W-AAWBCA-AA
Career,Career,Career,Career,,138,138,27.2,5.5,10.1,.546,0.2,0.9,.242,5.3,9.2,.576,.557,2.8,3.7,.759,3.8,7.1,10.8,1.7,1.0,2.4,1.4,1.9,14.1,
