Season,Team,Conf,Class,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2021-22,Notre Dame,ACC,FR,G,33,16,30.5,4.1,9.2,.449,0.8,2.5,.341,3.3,6.7,.489,.495,2.8,3.3,.843,1.7,4.9,6.6,2.2,1.6,0.4,2.1,1.9,11.8,
2022-23,Notre Dame,ACC,SO,G,33,33,33.5,5.2,10.9,.476,1.5,3.6,.400,3.7,7.2,.515,.543,2.8,3.7,.764,1.4,4.1,5.5,2.5,1.7,0.6,2.5,2.0,14.7,
2023-24,Notre Dame,ACC,JR,G,26,26,35.8,6.2,13.4,.460,1.8,4.9,.359,4.4,8.5,.518,.526,3.2,3.5,.912,1.2,4.3,5.5,2.7,1.8,0.6,2.4,2.3,17.3,
2024-25,Notre Dame,ACC,SR,G,32,32,34.0,5.2,10.8,.484,1.6,4.3,.372,3.6,6.5,.558,.558,2.0,2.3,.890,1.2,4.2,5.4,2.7,1.9,0.9,1.8,2.2,14.1,
Career,Career,Career,Career,,124,107,33.3,5.1,10.9,.468,1.4,3.8,.370,3.7,7.2,.519,.532,2.7,3.2,.843,1.4,4.4,5.8,2.5,1.8,0.6,2.2,2.1,14.3,
