Season,Team,Conf,Class,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2018-19,Stanford,Pac-12,FR,G,27,3,20.2,2.0,4.9,.398,1.0,2.5,.382,1.0,2.4,.415,.496,0.7,0.8,.864,1.7,3.0,4.7,0.9,0.8,0.2,1.2,2.0,5.6,
2019-20,Stanford,Pac-12,SO,G,33,33,30.8,4.8,11.9,.406,1.8,5.0,.370,3.0,6.9,.432,.483,2.1,2.7,.775,1.7,4.3,6.0,2.1,1.6,0.5,2.0,2.2,13.6,
2020-21,Stanford,Pac-12,JR,G,32,32,26.5,3.9,10.3,.381,1.4,4.0,.352,2.5,6.3,.400,.450,2.4,2.9,.817,1.5,3.5,5.1,1.7,1.6,0.4,1.6,1.7,11.6,
2021-22,Stanford,Pac-12,SR,G,35,35,30.2,4.5,11.1,.408,1.7,4.3,.393,2.8,6.8,.418,.484,1.7,2.3,.744,2.1,3.1,5.1,2.0,2.2,0.2,1.9,2.5,12.5,
Career,Career,Career,Career,,127,103,27.3,3.9,9.8,.399,1.5,4.0,.374,2.4,5.7,.417,.476,1.8,2.3,.787,1.8,3.5,5.2,1.7,1.6,0.3,1.7,2.1,11.1,
